id,screenName,userId,text,location,multi-team,sentiment
3795,CarlosDngrfield,209702240,"England - 2
Sweden - 0
#WorldCup

The entire population of England: https://t.co/Lh2qufkHpV","Massachusetts, USA",FALSE,nan
3796,StanFinger,14871463,Just think where England might be if they had actually won their group. #WorldCup #ENG,"Wichita, KS",FALSE,nan
3797,robbiemustoe,17747287,"Can’t get my head around this. Too much scarring from the past. Not ready to hope again....
Wow. We’re one game fro… https://t.co/pDDkjFMPRN","Nantucket, MA",FALSE,nan
3798,jackiesampieri,18314774,"I'm thinking #RUS is gonna kick a...... bsolutely
#Mundial2018 #WorldCup","Baytown, TX",FALSE,nan
3799,Cohen_Goes_HAM,15850825,Amazing watching all these long time #england and #LakersNation fans suddenly.  I had no idea both were so popular?… https://t.co/kTUb13z6fW,"Paradise, NV",FALSE,nan
3800,Holls_89,122830971,Yay England! ??? #fifaworldcup #fifa18 #fifaworldcup2018 #england #england?? @ The British Bulldog Pub - Columbia SC https://t.co/ZKP9vbMAQ0,"Seven Oaks, SC",FALSE,pos
3801,thenatpack,20639515,I’ve switched my #worldcup allegiance to #England #worldinmotion @neworder https://t.co/hCoMAfXPki,"South Pasadena, CA",FALSE,pos
3802,LeNoirBleu,2346089246,Yes #England! ??????? I never doubted ya! #WorldCup2018 Great goalie work #Pickford! https://t.co/s64mVrbiFE,"Portland, OR",FALSE,pos
3803,analysisnytimes,8.72E+17,"#London erupts in celebration following England's win over Sweden in the 2018 #WorldCup, advancing to the semifinal… https://t.co/jasOfgP1BX","Los Angeles, CA",FALSE,nan
3804,RobAbramowitz,3385048329,"A thoroughly impressive win by #ENG who seem to have what it takes to make this #WorldCup one for the ages. 
#ENGSWE #ENGvSWE","Manhattan, NY",FALSE,pos
3805,NickyHolender,256838137,Let’s be honest Pochettino deserves a lot of credit for this win! I think Southgate has learned well from him and T… https://t.co/fMHisH7dE3,"Los Angeles, CA",FALSE,nan
3806,RichSlate,308892843,It's easy to say after the fact but don't tell me that Sweden couldn't have used Ibrahimovic in the WC: excluding t… https://t.co/JgXStan7Ax,"Wakefield, MA",FALSE,nan
3807,NickHarperFSN,274444021,Well that was fun #ENGSWE #worldcup #eng #swe,"Pleasantville, NY",FALSE,nan
3808,jennylg,12865172,And onwards!!! #ENG #WorldCup ??? ??? https://t.co/Ol4Mm3QQKP,Avaya Stadium,FALSE,nan
3809,MythiliSk,154233773,Gracias Telemundo! Saving me phone battery as I wait around to do an interview #worldcup #engswe #threelions… https://t.co/urDZ0crl2o,"Manhattan, NY",FALSE,nan
3810,rdipego,186276424,I don’t think I’m going to be able to manage following @piersmorgan if #England wins the whole thing.,"Dunedin, FL",FALSE,nan
3811,christyvourcos,21366870,Go England! #WorldCup,"Corpus Christi, TX",FALSE,nan
3812,kevingance,282330918,"Unbelievable! The disappointing days of Beckham, Rooney, Terry, Lampard, Ferdinand and Owen are gone, The Three Lio… https://t.co/riC5YY6ft0","Los Angeles, CA",FALSE,nan
3813,uklasoccer,724631246,Unbelievable Tournament Football from @England ...a cohesive group on the same page working for each other...???. B… https://t.co/AgyzRWN3Fu,"Brea, CA",FALSE,nan
3814,SharkBaitOnLine,2926128402,ENGLAND IS GOING TO THE SEMI!!! #WorldCup https://t.co/4aTWdNydvJ,"Torrance, CA",FALSE,nan
3815,animturnbull,22423553,"One of my earliest football memories was watching Southgate miss his penalty at Euro 96. You are almost forgiven, G… https://t.co/L7hzg5eRRx","Los Angeles, CA",FALSE,nan
3816,Jenn_Tisdale,18336278,My British dudes. I'm here to help you celebrate that #Eng #worldcup win. Let's victory bone.,"Crofton, MD",FALSE,pos
3817,jrafaeliv,9.28E+17,#England for Semi-Finals! #ThreeLions won over Sweden! 2-0 Yeahhhh! IT’S COMING HOME!!! @England ??????????????????… https://t.co/PgsqnPEnQr,"New York, USA",FALSE,nan
3818,cryder11,19123740,"#SWEENG Well done #England. You ripped the heart out of the Swedes. Rest up for the semis.
#Worldcup2018Russia https://t.co/ZchwueTWHy","California, USA",FALSE,nan
3819,OmarTvMusica,82171327,#Xfinity #ad ?????????????? #England https://t.co/X3whqciHO3,"Chicago, IL",FALSE,nan
3820,UHCougarDude69,471628115,"It's still ok to hate Kane, right? Or is it mandatory to switch to grudging respect during their run? #WorldCup #SWEENG #LFC","Atascocita, TX",FALSE,nan
3821,Polish_Dave,632580417,"Remember when everyone was hyping up the South American Qualfier, me included. Looks like this potentially should b… https://t.co/qD43CmNPF5","Vineland, NJ",FALSE,nan
3822,caa1000,32148675,@Faisal_bax Predicted the wrong team....  #England won it!,"Sky Lake, FL",FALSE,nan
3823,LadyLooneyLou,714477108,WOMANIC FEMALE MECHANIC On annual leave on the other-side of the world but still supporting or boys - go team… https://t.co/DRkXjhOsrW,"Florida, USA",FALSE,nan
3824,Mar1aWallace,353933435,"Did the very seasoned commentator, who initiated my love for Arsenal say something so ridiculous ? @IanWright0 “suc… https://t.co/InOYLkwUaC","Florida, USA",FALSE,nan
3825,detroitjohn,61855030,With #england winning today to make it to the #worldcup2018 quarter finals it only makes it appropriate to play som… https://t.co/y2OosK1WLO,"Pleasant Ridge, MI",FALSE,nan
3826,Kirsten_Hoogs,1697867606,ENGLAND IS IN THE SEMIS! ?????????????????? #ENG #worldcup @MLSFemale https://t.co/FTweSUt1eb,"Omaha, NE",FALSE,nan
3827,chinnsonn,1459268959,Ready for your #Wembley trip in #England shirt @Ibra_official ? ?? Beckham 1 Zlatan 0 #SWEENG #WorldCupRussia,"Mill Valley, CA",FALSE,nan
3828,TelemundoHou,245892004,"@FIFAWorldCup: Cuartos de Final
Rusia ?? vs. Croacia ?? 
Hoy 12p Estadio Olímpico Sochi

#MundialTelemundo por… https://t.co/Gb41RBNjMh","Baytown, TX",FALSE,nan
3829,vervehf,25684895,"Way to go, England! Yes, we have the soccer on in the warehouse! Come shop!

#england?? #englandfootball… https://t.co/MvwvBcuFU8","Richmond, VA",FALSE,nan
3830,itsaMiro,92122059,"Huge win for ?????????

#ENGSWE #WorldCup #England https://t.co/w9Z5dGqDIc","California, USA",FALSE,nan
3831,amy_martyn,363683237,"#threelions #england #worldcup @ Beverly, Massachusetts https://t.co/JbeK9qt0Z6","Beverly, MA",FALSE,nan
3832,ThomasScags,16984235,Veteran move: go to a Belgium bar the day after they win - you get seats and service. #WorldCup https://t.co/t2aTp6Knbl,BXL Zoute,FALSE,nan
3833,MikenIke13,279255779,Still not buying that It’s Coming Home. #WorldCup,"Orlando, FL",FALSE,nan
3834,MattyV10,182204733,When #England make the Semi-Finals! #Twomore https://t.co/i2Evp9qfS9,"Fairview, TX",FALSE,nan
3835,iggymaz,231460822,We’re in the semi-finals of the FIFA #WorldCup Russia 2018. #ItsComingHome #ThreeLions #SWEENG https://t.co/umRHfqXFaN,"Dallas, TX",FALSE,nan
3836,OmondiDennis,259847856,@realDonaldTrump don’t build a wall just get Jordan Pickford of #England ??????? he is a big beautiful #wall… https://t.co/iuQ8zJxWBh,"Dallas, TX",FALSE,nan
3837,_dianaholguin_,103170057,Good one... #worldcup https://t.co/fEuYoBCNG4,"Vermont, USA",FALSE,nan
3838,hjbmiller,1593894314,If Putin can fix an American Presidential Election fixing the World Cup should be child’s play for him #WorldCup,"Bloomingdale, NJ",FALSE,nan
3839,sleon,11267122,#ENG TO THE SEMIS. #WorldCup #SWEENG,"Weston, FL",FALSE,nan
3840,thasarahbarah,328259462,????????????????????  #WorldCup #ENG https://t.co/gyYhJAYRY7,Ron's Pub and White Horse Inn,FALSE,nan
3841,KaiserSozeNYC,541303924,Wow #England #Semifinal @FIFAWorldCup https://t.co/oZktymMskN,"Manhattan, NY",FALSE,nan
3842,lmtracy,18099248,"I wish I was here. Congrats on making the final four, #England! #WorldCup2018 https://t.co/75NmXBIfVL","Brooklyn, NY",FALSE,nan
3843,CathKingston,1525716654,"Cannot deny, #ENG played a better game. Pickford did his job. And it is fun to see the English celebrate! (Love wat… https://t.co/9Jutvak16b","Murraysville, NC",FALSE,nan
3844,IIIMarvin,468717054,Great Call Of The #ENGSWE By My NEW Favorite Soccer Commentary Team Of @RaeComm And @alywagner!!!! Derek And Aly Gr… https://t.co/tlOk4gKUhw,"Toledo, OH",FALSE,nan
3845,JGibsonDem,31305822,"England advances to the Semifinals of the 2018 #WorldCup, as they defeat Sweden 2-nil. #SWEENG #SWE #ENG #ThreeLions","Granite City, IL",FALSE,nan
3846,TheTKrow,357824602,"Great match, England! #EnglandvsSweden #Eng   #WorldCup #ThreeLions https://t.co/J7AUtNjJeL",rhinehaus,FALSE,nan
3847,psuaffleck,23667723,"We’re going to get a #worldcup champion that has either had a 20-year drought, a 52-year drought or has never won i… https://t.co/FzHyVIf32C","Manhattan, NY",FALSE,nan
3848,DiannaAgronFans,136727667,? Dianna “the new big football fan” Agron posted this #InstagramStory of the final result of the quarterfinal match… https://t.co/fIOGaLC55z,"New York, NY",FALSE,nan
3849,DeanS_B,399856941,Comfortable. On to the semifinal! Come on England! #eng #WorldCup,"San Francisco, CA",FALSE,pos
3850,kestaehikioya,588320325,England feeling like 1966....#Worldcup,"Shrewsbury, MO",FALSE,nan
3851,DisplacedSouth,75703687,With Australia ?? out I’m thrilled my second team are in! Come on England ??????? #WorldCup https://t.co/mz6VyC8nNc,"Durham, NC",FALSE,nan
3852,JochaDay,181805808,The #ThreeLions roared and are on to the semis for the first time since 1990. This England team is something. #SWEENG #WorldCup,"Palmdale, CA",FALSE,nan
3853,Steves_brainbox,122849551,Congrats to England. I’m loving this #WorldCup,"Methuen Town, MA",FALSE,nan
3854,JosephMorrison0,184152682,"It’s a different year aye?
#EnglandvsSweden #ENG #England  #FIFAWORLDCUP18 https://t.co/eMDnJzlR6u","Denver, CO",FALSE,nan
3855,LouisdeCorail,875467464,Let’s not jinx it but yes ?@StauntonUK @UKinAtlanta @BelgiumAtlanta ?? #WorldCup https://t.co/QtEe8WxtDP,"Atlanta, GA",FALSE,nan
3856,DallasSpurs,1152547928,"Well done, England. Great team effort. Bring on the Russians! #SWEENG #ThreeLions #WorldCup","Wisconsin, USA",FALSE,nan
3857,jay_riddle,82252068,"I'm down with people saying ""It's coming home"" now simply because Bobby Warshaw dislikes the phrase. #ENG #WorldCup","Sandy Springs, GA",FALSE,nan
3858,olacurrency,21651287,What is @PhilJones4 doing at the #WorldCup if he's only going to be on the bench.,"Dallas, TX",FALSE,nan
3859,AD_Foster,32454230,@RealMikeKoch Right! Just crazy…Flat Iron Square is a great place to watch #WorldCup too. Got to watch when I was t… https://t.co/Gc66pO1aLn,"Manhattan, NY",FALSE,nan
3860,ThomMoorePhotos,364856414,Get in! #ENGSWE #itscominghome #WorldCup https://t.co/vDVO9LAJwN,"Evanston, IL",FALSE,nan
3861,thelibbyshow,26305786,"?????????

#ENG #WorldCup","Champaign, IL",FALSE,nan
3862,6th__man,208723766,"@MarcusRashford @JesseLingard &amp; @paulpogba really in the final four of the World Cup. This is nuts!
#WorldCup","Orlando, FL",FALSE,nan
3863,G_Love24,338071347,Great performance from the #threelions Southgate has this team lined up perfectly. Everyone plays for one another.… https://t.co/83JbCvQizh,"Memphis, TN",FALSE,nan
3864,TheSmashSimmons,315956851,"Current mood @littlewoodrow:on Burnet rd.:

#ItsComingHome 
future so bright gotta wear #MLS2ATX
Shades!

Final sco… https://t.co/GH6lSgrYu5",Little Woodrow's,FALSE,nan
3865,caa1000,32148675,"Wait...  Who predicted this one?  ????
#WorldCup #Russia2018 https://t.co/wRlqoZWKrx","Sky Lake, FL",FALSE,nan
3866,ChrisCapurso,1549418245,"Is it, possibly, coming home? #threelions #worldcup #ENGvsSWE https://t.co/F8LYhCwehW","Virginia, USA",FALSE,nan
3867,TheTKrow,357824602,"Great match, England! #EnglandvsSweden #Eng   #WorldCup #ThreeLions https://t.co/eWTCVEEMQk",rhinehaus,FALSE,nan
3868,AndrewACCarter,534745687,"#ItsComingHome? Indeed! #ENG &amp; #ThreeLions are one step closer to partying like it’s 1966. Wow! 
#SWEENG #SWEvENG… https://t.co/7terdXgJOJ","Marion, OH",FALSE,nan
3869,mitzgami,183526052,"Well done England!! 
And YES!!!! semi-finals for the first time since 1990!?????????????

#SWEENG #WorldCup? ?","New York, USA",FALSE,pos
3870,Infrashock,300123541,Well done #ENG ?????? #WorldCup,"Long Beach, CA",FALSE,nan
3871,Edras_20,380038624,This European world cup is BORIIIINNNGG ?? zero passion #WorldCup,"Washington, DC",FALSE,nan
3872,sethtaylor91,2306070950,I wonder if Nick Saban will root for Croatia today considering that he’s a second-generation Croatian-American. #WorldCup,"Memphis, TN",FALSE,nan
3873,StellaInger,21397275,Congrats to #England @ClaudiaK27 ! Let’s go #Russia! #WorldCup18,"Catalina Foothills, AZ",FALSE,nan
3874,jalthegr8,55841088,Wish I was there @England #England #EnglandvsSweden #ThreeLions ???????????????????????????? https://t.co/yTnR3Oz3rz,"Florida, USA",FALSE,nan
3875,Jfranko85,326975388,"@B__Doug Have to pull for #Croatia because Russia is Russia and #Fabs is Croatian, even tho I don’t even know that guy anymore.","Huntersville, NC",FALSE,pos
3876,JJPikachu,1456131,#threelions #england???????#fifaworldcup2018 @ The Corset Factory https://t.co/AeTufSBWKC,"Norwalk, CT",FALSE,nan
3877,DiannaAgronFans,136727667,"? Dianna Agron posted this video of Jordan Pickford, #England goalkeeper in Russia #WorldCup - Not all heroes wear… https://t.co/jTwAFXQZat","New York, NY",FALSE,nan
3878,heatherrrrr08,805934882,"What could be better than waking up to Saturday morning cartoons?
Waking up to Saturday morning #WorldCup matches!","Florida, USA",FALSE,nan
3879,CathKingston,1525716654,Welp. #SWEENG #WorldCup https://t.co/u72u4sNWbz,"Murraysville, NC",FALSE,nan
3880,joethepikr,1962936980,#England https://t.co/tQAPs9JmHi,"Hartford, CT",FALSE,nan
3881,BrandonCortesTV,3776148923,FULL TIME: Marry Maguire and Dele Alli put their names on the scoresheet and England are moving on the semifinals f… https://t.co/xkbkeo92HG,"Queens, NY",FALSE,nan
3882,Chris_Widlic,56775731,Is it coming home? ??????? #eng #worldcup,"Indianapolis, IN",FALSE,nan
3883,Elimo_Hoston,1049457824,This dude I met at work says he will find me wherever I am when England wins the world cup because I sounded pretty… https://t.co/OvbTGAfkoU,"Chicago, IL",FALSE,nan
3884,Tolat2,62129469,So proud ???????????????????????????? #Final4  #WorldCup? ? #England??????? #Threelions? ?? ?? ? https://t.co/Xc7hPuUAop,"Lewis Center, OH",FALSE,nan
3885,StanFinger,14871463,"England didn't just win, they controlled things. #WorldCup #ThreeLions","Wichita, KS",FALSE,nan
3886,rafabrew,552098173,Doing it right with all the right people (except for Tolik) ??? #worldcupping #worldcup @ Fado Irish Pub &amp; Restaura… https://t.co/LsGL20GqsI,"Columbus, OH",FALSE,nan
3887,sethtaylor91,2306070950,"Also, go Croatia! Russia cyberattacked my country in 2016 and tried to sabotage our elections. #WorldCup","Memphis, TN",FALSE,pos
3888,DaedalusChaos,257240580,So England pretty much came to the WC with an entirely new squad and they're in the semifinals?? #WorldCup,"Dallas, TX",FALSE,nan
3889,MMA_Jim,3121801276,Semi-Finals #ENG #WorldCup #ItsComingHome oscarswillis @lukebarnatt @ Crown &amp; Anchor Pub https://t.co/gaEOeSoOGg,"Paradise, NV",FALSE,nan
3890,The_Bigelow,43031414,Is it coming home? #WorldCup #ThreeLions,"Omaha, NE",FALSE,nan
3891,bcchuck22,1629543416,if you have a boy in #england today how do you not name him #harry https://t.co/Asruu1wTgY,"Massachusetts, USA",FALSE,nan
3892,JanetFSchneider,9411012,How I feel right now. #worldcup #sweden out https://t.co/XS8sQ5LhiK,"Indianapolis, IN",FALSE,nan
3893,AreyJames,9.66E+17,#EnglandvsSweden #England @FIFAWorldCup https://t.co/fQH739pb3W,"New Orleans, LA",FALSE,nan
3894,WFMGINC,47681669,To be in #England at this very moment #EnglandvSweden #FifaWorldCup2018 #Worldcup2018Russia #WorldCupRussia https://t.co/HkjHxU7Pby,"Scottsdale, AZ",FALSE,nan
3895,MickeyBeese,629313180,It’s coming home!! #3lionsonashirt #soproud #England!!!!!!! GET IN!!!,"Foster City, CA",FALSE,pos
3896,kendallbillings,842426228,Yooo I wish America cared about the #WorldCup ?,"Bakersfield, CA",FALSE,nan
3897,gdeimz,206452621,what a blast watching #ENGvSWE at @rockcenternyc #worldcup #FootballsComingHome https://t.co/dmwK6rc3pS,"Manhattan, NY",FALSE,nan
3898,thedcd,7377812,"""Oh, yeah, I beat Battletoads in one run."" #WorldCup https://t.co/5fRwoMngJO","Denver, CO",FALSE,nan
3899,Singh_A87,20558786,"At least I can say I saw a national team live, right before they made a deep run at the World Cup. Bring it home En… https://t.co/0Ca15OwBuV","Culver City, CA",FALSE,nan
3900,AD_Foster,32454230,..a year ago today I was in London…damn would be AWESOME to be there right now! #ThreeLions #SWEENG #WorldCup… https://t.co/kDdf8IhorR,"Manhattan, NY",FALSE,nan
3901,IIIMarvin,468717054,YESSSSSSSSS!!!!!!!!!! Great Game By @England I've Been Rooting For This Country Throughout The #WorldCup And I'm So… https://t.co/XKkzFdoJJV,"Toledo, OH",FALSE,pos
3902,aqizil,566980658,SEMI-FINALS!!!!!! ????????? #ThreeLions #England #SWEENG #WorldCup https://t.co/aYpenJrEZ2,"Mountain View, CA",FALSE,nan
3903,AlyssaLang,316738505,"You’re still #1 in my heart, IKEA. 

#ENG #WorldCup","Florida, USA",FALSE,nan
3904,breaks_dj,205500443,#congratulations #england what a way to get to the #semifinal #worldcup #russia ?????? @ The Palazzo Las Vegas https://t.co/cItEWVHWey,"Paradise, NV",FALSE,nan
3905,Stelow,23685239,Youngest team in the Tournament onto semi-finals! Yay! #FifaWorldCup2018 #England https://t.co/NNuM4Y31Xd,"Hopkinton, MA",FALSE,nan
3906,GenoPearson,1287748968,Don’t worry Sweden you are still pretty. #WorldCup,"Auburn, AL",FALSE,nan
3907,IvanAtDell,473987163,Congratulations to team #ENG for the win this morning! #WorldCup https://t.co/HARsQXt4QF,"Spring Hill, TN",FALSE,nan
